Gender;Age;Height;Weight;family_history_with_overweight;FAVC;FCVC;NCP;CAEC;SMOKE;CH2O;SCC;FAF;TUE;CALC;MTRANS;NObeyesdad
Female;20;1.62;52;no;yes;3;3;Frequently;no;1;no;3;1;no;Automobile;Normal_Weight
Male;21;1.72;72;yes;yes;3;3;Always;no;3;yes;3;0;Sometimes;Automobile;Normal_Weight
Male;21;1.76;78;yes;yes;3;1;Sometimes;no;2;no;3;0;Sometimes;Walking;Overweight_Level_I
Female;20;1.65;75;yes;yes;3;1;Sometimes;no;2;no;1;1;no;Public_Transportation;Overweight_Level_II
Male;20;1.67;78;yes;no;2;1;Sometimes;no;3;no;0;0;Frequently;Automobile;Overweight_Level_II
Male;56;1.79;90;yes;no;2;3;Sometimes;yes;2;no;1;0;Frequently;Automobile;Overweight_Level_II
Female;26;1.59;47;yes;yes;2;1;Sometimes;no;2;no;0;2;Sometimes;Public_Transportation;Normal_Weight
Female;22;1.64;56;yes;no;3;3;Sometimes;no;2;no;0;0;no;Public_Transportation;Normal_Weight
Male;19;1.78;81;yes;no;1;3;Sometimes;no;2;no;3;0;no;Bike;Overweight_Level_I
Male;18;1.75;85;yes;no;2;3;Sometimes;no;3;no;1;0;Sometimes;Public_Transportation;Overweight_Level_II
Male;19;1.85;115;no;no;2;3;Sometimes;no;3;yes;1;2;no;Public_Transportation;Obesity_Type_I
Male;18;1.7;80;no;no;3;1;Sometimes;no;1;no;1;0;no;Public_Transportation;Overweight_Level_II
Female;18;1.67;91;yes;yes;1;3;Frequently;no;1;no;0;1;Sometimes;Public_Transportation;Obesity_Type_I
Male;21;1.72;75;no;yes;2;3;Sometimes;no;1;no;1;0;no;Public_Transportation;Overweight_Level_I
Female;28;1.7;73;yes;no;2;3;Frequently;no;2;yes;2;0;Sometimes;Walking;Overweight_Level_I
Male;18;1.74;70;no;yes;2;3;Sometimes;no;2;no;1;1;Sometimes;Public_Transportation;Normal_Weight
Male;23;1.74;53;no;yes;2;3;Frequently;no;1;no;3;2;no;Public_Transportation;Insufficient_Weight
Male;18;1.87;67;yes;yes;3;3;Frequently;no;3;yes;1;1;Sometimes;Automobile;Normal_Weight
Male;18;1.7;50;no;yes;1;3;Frequently;no;1;no;2;1;Sometimes;Public_Transportation;Insufficient_Weight
Female;39;1.65;50;no;yes;3;4;Frequently;no;2;no;0;0;Sometimes;Public_Transportation;Insufficient_Weight
Male;38;1.7;78;no;yes;3;3;Frequently;no;2;no;0;0;Frequently;Automobile;Overweight_Level_II
Male;17;1.67;60;no;no;2;4;Always;no;2;no;0;2;no;Public_Transportation;Normal_Weight
Male;23;1.72;66;yes;yes;2;3;Sometimes;no;2;no;0;1;Sometimes;Walking;Normal_Weight
Male;23;1.82;107;no;yes;2;3;Sometimes;no;3;no;0;1;Sometimes;Public_Transportation;Obesity_Type_I
Female;19;1.5;50;no;yes;2;3;Frequently;no;1;no;0;2;Sometimes;Public_Transportation;Normal_Weight
Male;18;1.7;60;no;yes;2;3;Sometimes;no;2;no;2;1;no;Public_Transportation;Normal_Weight
Male;25;1.71;71;yes;yes;2;3;Frequently;no;2;no;0;0;Sometimes;Motorbike;Normal_Weight
Female;25;1.61;61;no;no;2;3;Sometimes;no;1;no;2;1;Sometimes;Public_Transportation;Normal_Weight
Female;18;1.5;50;yes;yes;3;3;Frequently;no;2;no;0;1;Sometimes;Public_Transportation;Normal_Weight
Male;16;1.67;50;yes;yes;2;1;Frequently;no;3;no;1;0;no;Public_Transportation;Insufficient_Weight
Male;21;1.82;67;no;yes;2;4;Always;yes;3;no;3;2;Sometimes;Walking;Normal_Weight
Female;32;1.57;57;yes;yes;3;3;Sometimes;no;2;no;0;0;Sometimes;Automobile;Normal_Weight
Male;18;1.79;52;no;no;3;3;Sometimes;no;2;no;1;1;Sometimes;Public_Transportation;Insufficient_Weight
Male;21;1.75;62;no;yes;3;4;Frequently;yes;2;no;0;0;Sometimes;Public_Transportation;Normal_Weight
Male;18;1.7;55;yes;yes;2;3;Frequently;no;2;no;0;0;Sometimes;Public_Transportation;Normal_Weight
Female;18;1.62;55;yes;yes;2;3;Frequently;no;1;no;1;1;no;Public_Transportation;Normal_Weight
Male;17;1.69;60;no;no;2;3;Sometimes;no;3;no;2;1;Sometimes;Walking;Normal_Weight
Male;20;1.77;70;yes;yes;1;1;Sometimes;no;2;no;1;1;Sometimes;Public_Transportation;Normal_Weight
Male;21;1.79;105;yes;yes;2;3;Always;no;1;no;0;0;Sometimes;Public_Transportation;Obesity_Type_I
Female;21;1.6;61;no;yes;2;3;Sometimes;no;1;no;1;1;Sometimes;Public_Transportation;Normal_Weight
Female;18;1.6;58;yes;yes;2;3;Sometimes;no;3;no;3;0;no;Public_Transportation;Normal_Weight
Female;17;1.56;51;no;yes;3;3;Sometimes;no;1;no;0;2;no;Public_Transportation;Normal_Weight
Male;19;1.88;79;no;no;2;3;Sometimes;no;3;no;3;0;Sometimes;Automobile;Normal_Weight
Male;16;1.82;71;yes;yes;2;3;Frequently;no;2;no;2;1;Sometimes;Public_Transportation;Normal_Weight
Male;17;1.8;58;no;yes;2;3;Frequently;no;2;no;2;1;no;Walking;Insufficient_Weight
Male;21;1.7;65;yes;yes;2;3;Frequently;no;1;no;1;1;no;Public_Transportation;Normal_Weight
Male;19;1.82;75;yes;no;2;3;Frequently;no;2;no;1;0;no;Public_Transportation;Normal_Weight
Male;18;1.86;110;yes;yes;2;1;Sometimes;yes;2;no;1;2;Sometimes;Public_Transportation;Obesity_Type_I
Female;16;1.66;58;no;no;2;1;Sometimes;no;1;no;0;1;no;Walking;Normal_Weight
Female;21;1.53;53;no;yes;3;3;Sometimes;no;2;no;2;1;Sometimes;Public_Transportation;Normal_Weight
Male;26;1.74;80;no;no;2;3;Sometimes;no;2;no;2;0;no;Automobile;Overweight_Level_I
Male;18;1.8;80;yes;yes;2;3;Frequently;no;1;no;0;1;Frequently;Public_Transportation;Normal_Weight
Male;23;1.7;75;no;yes;3;3;Sometimes;no;3;no;1;2;Sometimes;Public_Transportation;Overweight_Level_I
Male;26;1.7;70;no;yes;2;3;Sometimes;yes;1;no;0;0;Sometimes;Public_Transportation;Normal_Weight
Male;18;1.72;55;no;yes;2;4;Sometimes;no;2;no;2;1;Sometimes;Public_Transportation;Normal_Weight
Male;16;1.84;45;yes;yes;3;3;Always;no;3;no;3;2;Sometimes;Walking;Insufficient_Weight
Female;16;1.57;49;no;yes;2;4;Always;no;2;no;0;1;Sometimes;Public_Transportation;Normal_Weight
Male;20;1.8;85;yes;no;2;3;Sometimes;no;3;no;2;1;Sometimes;Public_Transportation;Overweight_Level_I
Male;23;1.75;120;yes;yes;2;3;Sometimes;yes;2;no;2;1;Sometimes;Public_Transportation;Obesity_Type_II
Female;24;1.56;60;yes;yes;1;3;Always;no;2;no;0;2;Sometimes;Public_Transportation;Normal_Weight
Female;23;1.59;48;yes;yes;2;1;Frequently;no;1;no;0;2;Sometimes;Public_Transportation;Normal_Weight
Male;20;1.8;75;no;yes;3;4;Always;no;3;no;2;0;Sometimes;Public_Transportation;Normal_Weight
Female;16;1.66;58;no;no;2;1;Sometimes;no;1;no;0;1;no;Walking;Normal_Weight
Male;17;1.79;57;yes;yes;2;4;Frequently;no;2;no;2;1;no;Public_Transportation;Insufficient_Weight
Male;17;1.72;62;no;yes;2;3;Always;no;2;no;3;1;no;Public_Transportation;Normal_Weight
Female;16;1.6;57;no;yes;3;3;Sometimes;no;1;no;3;0;no;Public_Transportation;Normal_Weight
Male;17;1.66;56;yes;yes;1;3;Always;no;2;no;1;1;Sometimes;Public_Transportation;Normal_Weight
Female;26;1.65;63;no;yes;3;3;Sometimes;no;1;no;1;0;no;Walking;Normal_Weight
Male;26;1.7;72;no;yes;2;3;Always;no;2;no;0;0;Sometimes;Public_Transportation;Normal_Weight
Male;38;1.75;75;yes;no;3;3;Frequently;no;1;no;2;1;no;Automobile;Normal_Weight
Male;18;1.75;70;no;yes;3;4;Sometimes;no;2;no;1;1;no;Public_Transportation;Normal_Weight
Female;25;1.56;45;no;yes;2;3;Sometimes;no;1;no;0;0;Sometimes;Public_Transportation;Normal_Weight
Female;27;1.55;63;no;yes;2;3;Sometimes;no;1;no;0;1;Sometimes;Automobile;Overweight_Level_I
Male;21;1.67;67;yes;yes;3;1;Always;no;2;no;1;1;no;Public_Transportation;Normal_Weight
Male;38;1.75;75;yes;no;3;3;Frequently;no;1;no;3;1;no;Automobile;Normal_Weight
Female;23;1.75;56;no;no;3;3;Frequently;no;2;no;2;0;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;1.8;72;yes;yes;2;3;Sometimes;no;2;no;3;0;Sometimes;Automobile;Normal_Weight
Female;30;1.65;71;yes;yes;2;3;Sometimes;no;1;no;0;0;Sometimes;Public_Transportation;Overweight_Level_I
Female;21;1.55;58;no;yes;2;1;Sometimes;no;1;no;1;0;Sometimes;Public_Transportation;Normal_Weight
Male;18;1.7;54;yes;yes;3;3;Sometimes;no;2;no;3;0;Sometimes;Public_Transportation;Normal_Weight
Male;23;1.72;76;yes;no;3;4;Frequently;no;1;no;0;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;19;1.74;74;yes;no;3;1;Sometimes;no;3;no;3;1;Sometimes;Walking;Normal_Weight
Female;19;1.65;82;yes;yes;3;3;Sometimes;no;1;no;0;1;Sometimes;Public_Transportation;Obesity_Type_I
Female;17;1.8;50;no;yes;3;4;Frequently;no;1;no;2;1;Sometimes;Public_Transportation;Insufficient_Weight
Male;17;1.74;56;yes;yes;2;3;Sometimes;no;2;no;2;1;no;Public_Transportation;Normal_Weight
Male;27;1.85;75;yes;yes;2;1;Sometimes;no;2;no;1;0;no;Walking;Normal_Weight
Female;23;1.7;56;no;no;3;4;Always;no;3;yes;3;0;no;Automobile;Normal_Weight
Female;18;1.45;53;no;yes;2;3;Frequently;no;2;yes;1;2;Frequently;Public_Transportation;Overweight_Level_I
Male;19;1.7;50;no;yes;1;4;Frequently;no;1;no;2;1;Sometimes;Public_Transportation;Insufficient_Weight
Male;20;1.7;65;no;yes;2;3;Sometimes;no;2;no;0;1;no;Public_Transportation;Normal_Weight
Male;18;1.78;66;yes;yes;3;3;Frequently;no;2;no;3;2;no;Walking;Normal_Weight
Female;17;1.6;65;no;yes;3;1;Sometimes;no;2;yes;1;2;Sometimes;Public_Transportation;Overweight_Level_I
Female;19;1.53;42;no;no;2;3;Sometimes;no;1;yes;2;0;Frequently;Public_Transportation;Insufficient_Weight
Male;21;1.8;72;no;yes;3;3;Sometimes;no;2;no;1;1;no;Public_Transportation;Normal_Weight
Male;20;1.6;50;no;no;2;3;Sometimes;no;1;no;0;0;Sometimes;Public_Transportation;Normal_Weight
Male;23;1.74;105;yes;yes;3;3;Sometimes;no;2;no;1;0;Sometimes;Public_Transportation;Obesity_Type_I
Male;23;1.65;66;no;no;3;3;Sometimes;no;2;no;3;0;no;Public_Transportation;Normal_Weight
Male;17;1.7;55;no;yes;3;3;Always;no;2;no;3;1;Sometimes;Public_Transportation;Normal_Weight
Female;21;1.54;47;yes;no;3;3;Always;no;1;no;2;0;no;Public_Transportation;Normal_Weight
Male;17;1.8;97;yes;yes;2;3;Sometimes;no;3;no;1;1;Sometimes;Walking;Overweight_Level_II
Male;18;1.82;80;yes;yes;2;3;Sometimes;no;2;no;3;2;no;Walking;Normal_Weight
Male;20;1.98;125;yes;yes;2;3;Always;no;3;no;1;1;Sometimes;Public_Transportation;Obesity_Type_I
Male;17;1.75;70;yes;no;2;3;Sometimes;no;1;no;3;2;Sometimes;Walking;Normal_Weight
Female;26;1.65;60;no;no;3;4;Always;no;2;no;2;0;no;Walking;Normal_Weight
Female;17;1.6;53;no;yes;1;3;Sometimes;no;1;no;2;2;Sometimes;Walking;Normal_Weight
Female;24;1.6;51;yes;yes;1;3;Sometimes;no;2;no;0;1;Sometimes;Automobile;Normal_Weight
Female;17;1.6;59;no;yes;2;3;Sometimes;no;2;no;1;2;no;Public_Transportation;Normal_Weight
Female;27;1.55;62;no;yes;3;1;Sometimes;no;1;no;1;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;17;1.9;60;no;no;3;3;Sometimes;no;2;no;3;1;no;Walking;Insufficient_Weight
Female;17;1.7;56;yes;yes;1;3;Sometimes;no;1;no;1;1;no;Automobile;Normal_Weight
Male;41;1.75;110;yes;no;2;1;Sometimes;no;1;no;1;0;Frequently;Automobile;Obesity_Type_II
Female;33;1.56;48;yes;no;2;3;Sometimes;no;2;no;1;0;Sometimes;Public_Transportation;Normal_Weight
Male;20;1.87;75;no;yes;2;3;Frequently;no;1;no;1;1;Sometimes;Public_Transportation;Normal_Weight
Female;40;1.56;80;yes;yes;2;1;Sometimes;no;2;no;2;0;no;Public_Transportation;Obesity_Type_I
Female;37;1.65;73;yes;no;3;3;Sometimes;no;2;no;1;0;Sometimes;Automobile;Overweight_Level_I
Male;19;1.8;80;no;yes;2;1;Sometimes;no;2;no;2;1;Sometimes;Public_Transportation;Normal_Weight
Male;24;1.84;86;yes;yes;2;1;Always;no;2;no;2;1;Sometimes;Public_Transportation;Overweight_Level_I
Male;24;1.7;68;no;yes;3;3;Sometimes;no;2;no;0;0;Sometimes;Motorbike;Normal_Weight
Male;33;1.72;83;yes;yes;2;1;Sometimes;no;2;no;3;0;Sometimes;Automobile;Overweight_Level_II
Female;40;1.58;63;no;yes;2;3;Frequently;no;2;no;3;1;Sometimes;Public_Transportation;Overweight_Level_I
Female;37;1.68;83;yes;yes;2;1;Sometimes;no;2;no;0;0;no;Automobile;Overweight_Level_II
Male;20;1.58;74;no;no;3;3;Frequently;no;2;no;3;1;Sometimes;Public_Transportation;Overweight_Level_II
Male;19;1.8;60;no;yes;2;3;Sometimes;no;1;no;1;1;no;Public_Transportation;Normal_Weight
Male;17;1.62;69;yes;yes;3;1;Always;no;2;yes;1;2;Sometimes;Public_Transportation;Overweight_Level_I
Female;18;1.62;58;no;yes;3;3;Sometimes;no;1;no;0;2;no;Automobile;Normal_Weight
Female;21;1.54;56;no;yes;2;1;Sometimes;no;2;no;0;2;Sometimes;Public_Transportation;Normal_Weight
Male;18;1.76;70;yes;yes;2;4;Frequently;no;2;no;2;1;Sometimes;Automobile;Normal_Weight
Male;41;1.8;92;yes;yes;2;1;Frequently;no;3;no;1;0;Sometimes;Automobile;Overweight_Level_II
Female;36;1.58;60;yes;no;3;3;Sometimes;no;1;no;2;0;Sometimes;Automobile;Normal_Weight
Male;18;1.76;68;no;no;2;4;Frequently;no;2;no;1;1;Sometimes;Public_Transportation;Normal_Weight
Male;18;1.73;70;no;yes;3;3;Frequently;no;1;no;2;1;Sometimes;Public_Transportation;Normal_Weight
Male;17;1.7;70;yes;yes;3;3;Sometimes;no;2;no;0;2;Sometimes;Walking;Normal_Weight
Male;25;1.7;83;no;yes;3;3;Sometimes;no;3;yes;3;0;no;Motorbike;Overweight_Level_II
Male;21;1.8;75;yes;yes;3;3;Frequently;no;1;no;2;0;Sometimes;Public_Transportation;Normal_Weight
Female;29;1.6;56;yes;no;2;3;Frequently;no;1;no;0;1;Sometimes;Public_Transportation;Normal_Weight
Male;17;1.7;98;yes;no;2;3;Sometimes;no;2;no;0;1;Sometimes;Automobile;Obesity_Type_I
Female;18;1.6;60;yes;yes;3;1;Sometimes;no;1;yes;0;2;no;Walking;Normal_Weight
Female;16;1.55;45;no;yes;2;3;Frequently;no;2;no;1;1;no;Public_Transportation;Normal_Weight
Female;18;1.59;53;no;no;1;3;Sometimes;no;1;no;1;2;no;Public_Transportation;Normal_Weight
Female;37;1.5;75;yes;yes;2;3;Frequently;no;1;no;0;0;Sometimes;Motorbike;Obesity_Type_I
Male;18;1.78;108;yes;no;2;3;Sometimes;no;3;no;1;0;no;Public_Transportation;Obesity_Type_I
Female;16;1.61;65;yes;yes;1;1;Sometimes;no;2;no;0;0;no;Public_Transportation;Overweight_Level_I
Male;23;1.71;50;yes;yes;2;3;Always;no;3;no;0;2;no;Public_Transportation;Insufficient_Weight
Female;18;1.7;50;no;no;2;3;Sometimes;no;2;no;0;1;Sometimes;Walking;Insufficient_Weight
Male;18;1.76;66;no;no;3;3;Frequently;no;3;no;2;2;no;Public_Transportation;Normal_Weight
Male;18;1.7;78;no;yes;1;3;Sometimes;no;2;no;0;1;Sometimes;Public_Transportation;Overweight_Level_II
Female;17;1.53;55;yes;yes;2;3;Sometimes;no;1;no;0;1;no;Public_Transportation;Normal_Weight
Female;20;1.54;39;yes;yes;1;3;Sometimes;no;2;no;3;2;Sometimes;Public_Transportation;Insufficient_Weight
Female;38;1.55;59;yes;no;3;3;Sometimes;no;1;no;2;1;Frequently;Automobile;Normal_Weight
Male;20;1.66;60;no;yes;2;4;Frequently;no;3;no;0;0;no;Public_Transportation;Normal_Weight
Male;21;1.85;125;yes;yes;3;1;Always;no;1;no;0;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;21;1.65;60;no;no;3;1;Frequently;no;1;no;0;0;Sometimes;Motorbike;Normal_Weight
Male;18;1.65;70;yes;no;2;3;Sometimes;no;2;no;0;0;no;Public_Transportation;Overweight_Level_I
Male;26;1.83;82;no;yes;2;3;Always;no;2;no;1;1;Sometimes;Public_Transportation;Normal_Weight
Male;27;1.83;99;yes;yes;3;1;Frequently;no;2;no;2;1;Sometimes;Walking;Overweight_Level_II
Female;26;1.66;112;yes;no;3;3;Sometimes;no;3;no;0;0;no;Automobile;Obesity_Type_III
Male;34;1.78;73;no;yes;2;3;Sometimes;no;2;no;3;1;Sometimes;Automobile;Normal_Weight
Male;18;1.74;86;no;no;3;3;Sometimes;no;2;no;3;0;no;Public_Transportation;Overweight_Level_II
Male;33;1.76;66;no;no;2;3;Sometimes;no;2;no;3;1;Sometimes;Automobile;Normal_Weight
Female;19;1.51;59;yes;yes;3;3;Frequently;no;1;no;1;2;Sometimes;Walking;Overweight_Level_I
Male;20;1.81;79;yes;no;3;1;Sometimes;no;2;no;0;0;Sometimes;Public_Transportation;Normal_Weight
Female;33;1.55;55;yes;yes;3;1;Sometimes;no;3;no;2;1;Sometimes;Public_Transportation;Normal_Weight
Male;20;1.83;66;no;no;2;3;Sometimes;no;2;no;1;1;no;Public_Transportation;Normal_Weight
Female;20;1.6;65;no;no;3;3;Sometimes;no;2;yes;0;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;33;1.85;85;no;yes;2;3;Frequently;no;2;no;1;0;Sometimes;Automobile;Normal_Weight
Male;33;1.75;85;no;no;2;3;Sometimes;no;2;yes;1;0;Sometimes;Public_Transportation;Overweight_Level_II
Male;33;1.83;113;yes;yes;2;1;Always;no;2;no;1;2;Frequently;Automobile;Obesity_Type_I
Male;14;1.71;72;yes;yes;3;3;Sometimes;no;3;no;2;1;no;Walking;Normal_Weight
Male;34;1.84;88;no;yes;3;3;Sometimes;no;1;yes;2;0;no;Automobile;Overweight_Level_I
Male;18;1.77;87;yes;yes;3;3;Sometimes;no;2;no;1;1;Frequently;Public_Transportation;Overweight_Level_II
Male;18;1.7;90;no;yes;3;3;Sometimes;no;2;no;2;0;Sometimes;Public_Transportation;Obesity_Type_I
Male;29;1.62;89;yes;yes;1;3;Sometimes;no;1;no;0;0;Sometimes;Public_Transportation;Obesity_Type_I
Male;18;1.85;60;yes;yes;3;4;Sometimes;no;2;yes;2;0;Sometimes;Automobile;Insufficient_Weight
Male;18;1.84;60;yes;yes;3;4;Sometimes;no;2;yes;2;0;Sometimes;Automobile;Insufficient_Weight
Male;19;1.75;58;no;yes;2;3;Sometimes;no;2;no;2;0;Sometimes;Bike;Normal_Weight
Male;33;1.85;93;yes;yes;2;3;Sometimes;no;1;no;1;1;Sometimes;Walking;Overweight_Level_II
Male;33;1.74;76;no;no;2;3;Sometimes;no;1;no;0;2;Sometimes;Walking;Overweight_Level_I
Female;19;1.61;54;yes;yes;2;3;Always;no;2;no;2;1;Sometimes;Public_Transportation;Normal_Weight
Male;22;1.75;70;no;no;2;3;Sometimes;no;3;no;1;1;no;Public_Transportation;Normal_Weight
Female;20;1.67;60;no;yes;3;3;no;no;2;no;3;0;Sometimes;Public_Transportation;Normal_Weight
Male;23;1.7;69;no;yes;3;1;Frequently;no;1;no;2;1;Sometimes;Public_Transportation;Normal_Weight
Male;26;1.9;80;yes;yes;2;3;Frequently;no;1;yes;1;0;Sometimes;Automobile;Normal_Weight
Male;18;1.65;85;no;yes;2;3;Sometimes;no;1;no;1;0;Sometimes;Public_Transportation;Obesity_Type_I
Female;18;1.6;55;no;yes;2;4;Frequently;no;2;no;2;1;Sometimes;Public_Transportation;Normal_Weight
Male;19;1.8;70;no;yes;3;3;Frequently;no;1;no;2;0;no;Public_Transportation;Normal_Weight
Female;18;1.64;59;yes;yes;2;3;Sometimes;no;1;no;1;1;Sometimes;Public_Transportation;Normal_Weight
Male;19;1.89;87;no;yes;2;4;Frequently;no;2;no;3;1;Frequently;Automobile;Normal_Weight
Female;19;1.76;80;yes;yes;2;1;Sometimes;no;3;no;3;1;no;Public_Transportation;Overweight_Level_I
Female;18;1.56;55;no;yes;2;3;Sometimes;no;1;no;0;0;Frequently;Automobile;Normal_Weight
Female;18;1.6;56;yes;yes;2;1;Always;no;2;no;1;0;Sometimes;Walking;Normal_Weight
Female;19;1.67;64;no;yes;3;3;Sometimes;no;2;no;2;1;Sometimes;Automobile;Normal_Weight
Female;19;1.6;60;no;yes;2;3;Frequently;no;2;no;0;1;Sometimes;Public_Transportation;Normal_Weight
Female;18;1.55;56;no;yes;2;3;Sometimes;no;1;no;0;0;no;Automobile;Normal_Weight
Female;18;1.55;50;yes;yes;3;3;Frequently;no;1;no;1;2;no;Public_Transportation;Normal_Weight
Male;26;1.72;65;yes;yes;2;3;Sometimes;no;2;no;0;1;Sometimes;Walking;Normal_Weight
Male;18;1.72;53;yes;yes;2;3;Sometimes;no;2;no;0;2;Sometimes;Public_Transportation;Insufficient_Weight
Male;19;1.7;60;yes;yes;2;1;Sometimes;no;2;no;2;0;Sometimes;Public_Transportation;Normal_Weight
Female;19;1.51;45;no;yes;2;4;Sometimes;no;1;no;3;0;Sometimes;Public_Transportation;Normal_Weight
Male;19;1.83;82;yes;yes;3;3;Frequently;no;2;no;2;0;Sometimes;Public_Transportation;Normal_Weight
Male;19;1.8;87;yes;yes;2;4;Sometimes;no;2;no;2;1;Sometimes;Public_Transportation;Overweight_Level_I
Female;24;1.6;100;yes;yes;3;1;Sometimes;no;1;no;0;2;Sometimes;Public_Transportation;Obesity_Type_II
Female;18;1.63;63;yes;yes;1;3;Sometimes;no;2;no;2;2;Sometimes;Public_Transportation;Normal_Weight
Male;19;1.71;71;no;yes;3;3;Sometimes;no;2;no;1;1;Sometimes;Public_Transportation;Normal_Weight
Male;19;1.7;65;yes;no;2;3;Frequently;no;2;no;1;0;no;Public_Transportation;Normal_Weight
Male;23;1.75;69;no;no;3;3;no;no;2;no;2;1;Sometimes;Automobile;Normal_Weight
Female;18;1.62;50;no;yes;3;3;Sometimes;no;1;no;0;0;Sometimes;Automobile;Normal_Weight
Female;20;1.68;68;no;yes;3;1;Sometimes;no;1;no;1;0;no;Public_Transportation;Normal_Weight
Male;18;1.85;66;no;yes;2;3;Frequently;no;1;no;1;1;Sometimes;Public_Transportation;Normal_Weight
Female;33;1.59;60;no;yes;3;1;Frequently;no;2;no;0;0;no;Public_Transportation;Normal_Weight
Female;19;1.5;45;no;yes;2;3;Sometimes;no;1;no;0;0;Sometimes;Public_Transportation;Normal_Weight
Male;19;1.69;60;no;yes;2;3;Always;no;1;no;1;1;Sometimes;Public_Transportation;Normal_Weight
Male;19;1.76;79;yes;yes;2;3;Frequently;no;3;no;1;2;Frequently;Public_Transportation;Overweight_Level_I
Female;18;1.62;55;yes;yes;2;3;Frequently;no;1;no;1;1;no;Public_Transportation;Normal_Weight
Male;21;1.71;100;yes;yes;2;1;Sometimes;no;2;no;0;2;no;Public_Transportation;Obesity_Type_I
Male;27;1.72;88;yes;yes;2;1;Always;no;2;no;0;0;Sometimes;Automobile;Overweight_Level_II
Male;17;1.8;68;yes;no;2;3;Sometimes;no;1;no;2;1;Sometimes;Public_Transportation;Normal_Weight
Male;18;1.93;86;no;no;3;4;Always;no;2;no;2;0;Sometimes;Walking;Normal_Weight
Female;18;1.6;51;yes;yes;2;3;Frequently;no;1;no;1;1;Sometimes;Public_Transportation;Normal_Weight
Male;22;1.74;75;yes;yes;3;3;Frequently;no;1;no;1;0;no;Automobile;Normal_Weight
Male;22;1.74;75;yes;yes;3;3;Frequently;no;1;no;1;0;no;Automobile;Normal_Weight
Female;20;1.62;45;no;yes;3;3;Frequently;no;1;no;1;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;1.54;42;no;yes;3;1;Sometimes;no;2;no;0;1;no;Public_Transportation;Insufficient_Weight
Female;20;1.56;54;no;yes;2;3;Frequently;no;2;no;3;0;Sometimes;Public_Transportation;Normal_Weight
Female;18;1.6;83;yes;yes;2;3;Sometimes;no;2;yes;1;0;no;Public_Transportation;Obesity_Type_I
Female;18;1.54;71;no;no;3;4;Frequently;no;2;no;1;1;no;Public_Transportation;Overweight_Level_II
Female;18;1.63;51;yes;yes;1;3;Frequently;no;1;no;1;0;Sometimes;Public_Transportation;Normal_Weight
Male;19;1.78;64;no;yes;2;3;Sometimes;no;1;no;1;0;no;Public_Transportation;Normal_Weight
Female;18;1.62;68;no;no;2;1;Sometimes;no;1;no;0;2;no;Public_Transportation;Overweight_Level_I
Female;18;1.71;75;yes;yes;3;3;Sometimes;no;2;no;1;0;no;Public_Transportation;Overweight_Level_I
Female;18;1.64;56;yes;yes;3;3;Frequently;no;1;yes;1;1;no;Public_Transportation;Normal_Weight
Male;19;1.69;65;no;yes;2;3;Frequently;no;1;no;1;1;Sometimes;Public_Transportation;Normal_Weight
Female;17;1.58;50;no;yes;1;4;Frequently;no;2;no;1;2;Sometimes;Public_Transportation;Normal_Weight
Female;18;1.57;50;no;yes;2;3;Sometimes;no;1;no;0;1;Sometimes;Public_Transportation;Normal_Weight
Male;18;1.74;64;yes;yes;3;4;Sometimes;no;1;yes;2;0;Sometimes;Public_Transportation;Normal_Weight
Female;20;1.58;54;yes;yes;2;1;Frequently;no;2;no;1;1;Sometimes;Public_Transportation;Normal_Weight
Female;18;1.5;58;no;yes;2;3;Sometimes;no;1;no;0;0;no;Public_Transportation;Overweight_Level_I
Female;36;1.65;80;yes;yes;2;3;Sometimes;no;1;no;0;2;no;Automobile;Overweight_Level_II
Male;21;1.8;73;yes;yes;1;3;Always;no;2;no;3;1;Sometimes;Public_Transportation;Normal_Weight
Male;23;1.75;75;no;yes;2;3;Sometimes;no;2;no;1;0;Frequently;Public_Transportation;Normal_Weight
Male;20;1.84;104;yes;no;2;3;Sometimes;no;3;no;3;0;no;Motorbike;Obesity_Type_I
Male;21;1.88;84;yes;yes;3;3;Sometimes;no;3;no;2;1;Sometimes;Walking;Normal_Weight
Female;19;1.56;50;no;yes;2;1;Sometimes;no;1;no;0;2;no;Public_Transportation;Normal_Weight
Male;24;1.75;84;no;yes;3;3;no;no;2;yes;1;0;Sometimes;Public_Transportation;Overweight_Level_II
Male;25;1.66;68;no;yes;2;3;Sometimes;yes;1;no;1;1;Sometimes;Public_Transportation;Normal_Weight
Male;45;1.7;86;no;yes;3;3;Frequently;no;1;no;0;0;no;Automobile;Overweight_Level_II
Male;20;1.8;65;no;yes;2;3;Frequently;no;1;no;2;0;Sometimes;Motorbike;Normal_Weight
Female;18;1.67;66;no;yes;3;3;Sometimes;no;2;no;0;0;Sometimes;Public_Transportation;Normal_Weight
Male;19;1.8;60;yes;yes;3;1;Always;no;1;yes;0;0;no;Motorbike;Normal_Weight
Male;18;1.72;53;yes;yes;2;3;Sometimes;no;2;no;0;2;Sometimes;Public_Transportation;Insufficient_Weight
